Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Audi,A3,2005,4.8,Petrol,Manual,133567,5,2,7728
Toyota,RAV4,2009,2.4,Petrol,Manual,131952,3,3,6560
Honda,Accord,2020,1.2,Diesel,Manual,293337,4,2,5433
Chevrolet,Equinox,2021,2.8,Hybrid,Semi-Automatic,252473,5,5,9150
Hyundai,Elantra,2018,1.7,Hybrid,Manual,168094,5,5,8838
Kia,Rio,2006,3.6,Hybrid,Semi-Automatic,42204,3,5,9655
BMW,X5,2004,1.0,Hybrid,Semi-Automatic,71056,3,5,5878
Hyundai,Sonata,2000,2.5,Diesel,Automatic,52610,2,4,7047
Chevrolet,Malibu,2014,2.0,Diesel,Semi-Automatic,200270,3,3,6294
Honda,CR-V,2017,1.5,Petrol,Manual,53326,4,1,9633
Toyota,Corolla,2018,2.0,Diesel,Manual,111958,5,2,9260
BMW,5 Series,2018,2.2,Petrol,Semi-Automatic,279897,2,5,6102
Audi,A4,2016,1.0,Electric,Semi-Automatic,53839,2,1,10823
Volkswagen,Golf,2017,3.7,Diesel,Semi-Automatic,298624,3,2,6927
Audi,A4,2002,2.9,Diesel,Semi-Automatic,194395,2,4,3712
Volkswagen,Golf,2011,4.2,Electric,Automatic,290139,2,2,9297
Toyota,RAV4,2021,3.8,Electric,Manual,225281,3,1,11694
Honda,CR-V,2010,3.5,Diesel,Manual,56557,4,4,9468
Kia,Sportage,2005,1.6,Petrol,Automatic,175506,5,5,5189
Hyundai,Tucson,2018,2.8,Electric,Manual,288472,4,5,8530
Audi,A3,2007,1.1,Diesel,Semi-Automatic,75883,3,5,5782
Mercedes,C-Class,2008,4.5,Diesel,Automatic,89078,3,5,10718
Kia,Sportage,2010,4.8,Diesel,Automatic,255573,4,3,8288
Honda,Civic,2004,4.8,Hybrid,Manual,42624,2,2,10247
Kia,Rio,2019,1.3,Petrol,Manual,190109,4,3,7297
Kia,Optima,2002,1.5,Diesel,Semi-Automatic,45968,3,1,5280
Kia,Sportage,2009,3.2,Hybrid,Manual,74477,2,3,9510
Audi,A3,2002,1.0,Diesel,Semi-Automatic,229693,3,1,2000
BMW,5 Series,2014,1.1,Diesel,Manual,219921,2,2,5001
Chevrolet,Equinox,2012,2.3,Electric,Semi-Automatic,195479,2,4,8090
Chevrolet,Equinox,2019,4.0,Electric,Automatic,12292,5,4,17054
BMW,X5,2003,4.1,Electric,Manual,195476,3,3,7190
Audi,A3,2019,3.1,Diesel,Automatic,155039,5,1,11299
BMW,X5,2016,4.0,Hybrid,Automatic,106356,5,2,13272
Kia,Sportage,2004,4.9,Electric,Manual,179026,4,1,8619
Honda,CR-V,2013,3.1,Electric,Automatic,174132,4,3,11117
Kia,Optima,2015,1.8,Hybrid,Automatic,158589,5,4,9728
Kia,Rio,2015,1.6,Diesel,Semi-Automatic,139098,2,3,7418
Mercedes,C-Class,2000,2.7,Electric,Semi-Automatic,68230,2,5,7435
Volkswagen,Passat,2019,1.8,Diesel,Manual,116866,2,3,9262
Volkswagen,Golf,2003,3.3,Diesel,Semi-Automatic,194727,4,3,4405
Chevrolet,Equinox,2018,4.7,Diesel,Automatic,6212,4,3,15575
Volkswagen,Passat,2020,3.3,Diesel,Automatic,262079,5,1,9658
Volkswagen,Tiguan,2017,1.4,Electric,Automatic,81604,2,2,12467
Audi,A3,2020,3.0,Hybrid,Manual,295890,5,3,8182
Mercedes,E-Class,2023,2.4,Electric,Manual,278847,2,2,9823
Ford,Focus,2001,4.7,Electric,Automatic,106379,2,5,10472
Honda,Accord,2021,4.5,Hybrid,Manual,30072,2,4,15298
Honda,Accord,2014,3.4,Hybrid,Automatic,276760,3,4,8664
Audi,Q5,2004,4.6,Electric,Semi-Automatic,86804,2,1,10163
Audi,A4,2010,2.1,Hybrid,Automatic,70950,3,1,10281
Honda,Accord,2019,1.1,Hybrid,Semi-Automatic,142212,4,4,9055
Hyundai,Tucson,2005,2.7,Diesel,Automatic,40890,3,4,8982
BMW,X5,2019,1.5,Electric,Semi-Automatic,277287,4,2,7754
Mercedes,GLA,2015,3.8,Hybrid,Automatic,71836,3,1,13463
Volkswagen,Passat,2021,4.1,Diesel,Semi-Automatic,227784,4,3,9944
Mercedes,C-Class,2013,1.6,Petrol,Semi-Automatic,177460,4,2,6050
BMW,5 Series,2008,3.8,Hybrid,Semi-Automatic,224616,4,4,6807
Ford,Explorer,2006,2.1,Hybrid,Semi-Automatic,224412,3,5,4511
Kia,Sportage,2007,1.5,Hybrid,Manual,42352,3,5,7852
Hyundai,Elantra,2019,2.3,Hybrid,Manual,213388,3,4,8832
Toyota,Camry,2023,3.2,Petrol,Semi-Automatic,102888,4,1,12142
Audi,A3,2008,2.6,Hybrid,Semi-Automatic,246550,5,1,5169
BMW,X5,2003,4.6,Petrol,Manual,82919,4,5,7941
Mercedes,E-Class,2007,4.4,Diesel,Manual,274551,3,1,5108
Chevrolet,Malibu,2020,4.8,Electric,Automatic,294021,5,4,12519
Ford,Explorer,2023,4.1,Petrol,Semi-Automatic,95173,4,1,13196
Hyundai,Elantra,2023,3.1,Electric,Automatic,55386,3,2,16492
Chevrolet,Equinox,2007,2.8,Electric,Semi-Automatic,239827,4,4,6203
Hyundai,Sonata,2012,1.2,Electric,Manual,141631,3,4,8067
Hyundai,Sonata,2021,4.0,Diesel,Manual,105522,5,5,12289
BMW,5 Series,2020,3.4,Petrol,Manual,29249,2,4,12915
BMW,X5,2001,3.2,Electric,Semi-Automatic,189265,2,4,5814
Kia,Optima,2017,4.7,Diesel,Manual,197920,5,4,9941
Toyota,Corolla,2002,1.7,Electric,Automatic,147344,4,2,6953
Mercedes,GLA,2007,4.6,Electric,Semi-Automatic,274384,5,2,7312
Chevrolet,Impala,2008,2.8,Hybrid,Manual,295215,5,5,4395
Volkswagen,Passat,2007,3.8,Petrol,Manual,231294,3,5,5374
BMW,3 Series,2013,2.3,Petrol,Automatic,146308,3,1,8873
Volkswagen,Tiguan,2015,1.4,Electric,Automatic,92367,3,3,11652
Chevrolet,Malibu,2020,3.6,Hybrid,Manual,243884,4,2,9822
Ford,Focus,2011,4.2,Petrol,Semi-Automatic,96854,3,1,9662
Audi,A4,2015,3.5,Hybrid,Automatic,12065,2,5,14358
Toyota,Corolla,2007,1.1,Petrol,Manual,165212,3,5,3995
BMW,X5,2004,1.5,Diesel,Automatic,204079,3,1,4218
Volkswagen,Golf,2017,2.2,Hybrid,Semi-Automatic,160275,2,2,9194
Kia,Optima,2012,4.8,Diesel,Manual,293687,5,2,6626
Ford,Fiesta,2018,2.4,Hybrid,Automatic,117840,5,3,12043
Audi,Q5,2001,3.7,Hybrid,Semi-Automatic,287848,4,2,3343
Audi,A3,2022,1.1,Hybrid,Semi-Automatic,240385,2,3,7992
Kia,Rio,2000,1.6,Diesel,Automatic,54032,3,1,6119
Hyundai,Tucson,2014,4.5,Petrol,Semi-Automatic,252087,4,4,7758
Toyota,Corolla,2012,3.7,Diesel,Semi-Automatic,235589,5,1,6688
Audi,A3,2018,4.5,Diesel,Automatic,258956,4,1,10320
Mercedes,E-Class,2006,4.1,Diesel,Semi-Automatic,117834,4,4,7643
Volkswagen,Golf,2021,3.4,Electric,Automatic,201580,5,2,13268
Toyota,Camry,2009,1.3,Petrol,Semi-Automatic,28894,3,5,7522
Ford,Focus,2014,3.5,Diesel,Manual,156276,3,1,8674
Kia,Rio,2019,2.8,Electric,Semi-Automatic,240312,5,3,9793
Toyota,Camry,2017,2.9,Electric,Semi-Automatic,152699,4,5,11046
BMW,X5,2023,3.0,Electric,Semi-Automatic,130341,5,3,13393
Chevrolet,Malibu,2020,3.9,Hybrid,Automatic,210269,2,5,12294
Mercedes,GLA,2005,2.0,Electric,Manual,267576,3,4,4248
Hyundai,Elantra,2018,2.4,Hybrid,Automatic,82051,3,4,12758
Hyundai,Sonata,2011,1.0,Diesel,Manual,67463,4,3,7050
Mercedes,GLA,2010,1.7,Electric,Manual,162706,3,2,7545
Ford,Focus,2022,1.7,Hybrid,Automatic,211683,3,3,10666
Honda,Accord,2009,2.0,Petrol,Automatic,119916,4,4,7901
Chevrolet,Impala,2011,2.9,Electric,Semi-Automatic,232148,3,1,7657
Mercedes,E-Class,2010,2.3,Electric,Manual,295293,2,4,5494
Toyota,RAV4,2013,4.0,Petrol,Automatic,24472,3,1,13010
Chevrolet,Impala,2006,4.4,Hybrid,Semi-Automatic,179721,2,5,7705
Audi,A4,2010,1.1,Petrol,Semi-Automatic,12009,5,5,7959
Chevrolet,Malibu,2023,1.4,Hybrid,Automatic,1485,2,1,14870
Volkswagen,Passat,2011,3.1,Hybrid,Automatic,273272,2,5,7534
Chevrolet,Equinox,2007,2.5,Diesel,Automatic,297626,3,4,4247
Honda,Civic,2012,3.3,Petrol,Automatic,241815,5,1,7663
BMW,X5,2007,4.1,Hybrid,Semi-Automatic,89590,4,1,9508
Mercedes,GLA,2009,2.7,Hybrid,Semi-Automatic,14292,5,1,10214
Mercedes,C-Class,2022,4.3,Diesel,Automatic,148159,2,5,13536
Ford,Focus,2017,3.8,Electric,Automatic,255900,5,3,11382
Chevrolet,Equinox,2002,1.1,Diesel,Semi-Automatic,185040,2,2,2099
Hyundai,Sonata,2020,2.7,Electric,Manual,11279,4,2,14574
BMW,5 Series,2002,1.3,Electric,Manual,139052,3,2,5218
Mercedes,C-Class,2019,4.2,Petrol,Manual,111314,3,3,11773
Chevrolet,Malibu,2009,4.6,Diesel,Automatic,85164,5,5,11196
Chevrolet,Malibu,2015,3.9,Diesel,Automatic,8531,4,2,13829
Honda,Accord,2015,4.6,Diesel,Manual,241408,5,3,8371
Chevrolet,Malibu,2010,4.2,Electric,Manual,172422,4,4,9851
Mercedes,GLA,2005,4.1,Petrol,Semi-Automatic,270536,4,1,4289
Kia,Optima,2015,2.7,Petrol,Automatic,235899,4,1,8082
Toyota,Camry,2014,2.8,Hybrid,Manual,191319,5,3,8273
Mercedes,E-Class,2000,4.6,Petrol,Manual,71762,2,2,7264
Chevrolet,Malibu,2016,3.1,Petrol,Semi-Automatic,15793,2,3,11684
Audi,A4,2008,1.3,Hybrid,Manual,266370,2,2,3472
Audi,A3,2010,3.3,Petrol,Manual,84742,4,5,8705
BMW,3 Series,2004,2.2,Petrol,Semi-Automatic,14005,2,3,7219
Honda,Civic,2016,1.3,Hybrid,Automatic,27783,4,5,12144
Hyundai,Elantra,2022,2.6,Hybrid,Automatic,144653,3,5,12906
Hyundai,Tucson,2010,4.1,Electric,Automatic,6807,2,2,14563
Honda,CR-V,2014,1.7,Electric,Automatic,75940,4,1,11981
Honda,CR-V,2000,1.1,Diesel,Semi-Automatic,71954,4,3,3760
Mercedes,C-Class,2003,3.3,Petrol,Manual,197832,5,2,4343
Kia,Optima,2006,4.3,Hybrid,Manual,102842,4,3,9143
Kia,Sportage,2010,2.0,Electric,Manual,228275,4,3,6534
Chevrolet,Impala,2005,4.7,Electric,Manual,214270,5,5,8014
Mercedes,E-Class,2002,2.6,Petrol,Manual,24516,2,3,6809
BMW,5 Series,2023,2.6,Petrol,Semi-Automatic,220504,3,4,9189
Hyundai,Sonata,2021,2.6,Diesel,Automatic,154314,3,2,11413
Hyundai,Sonata,2001,3.6,Diesel,Manual,80160,2,3,6396
Chevrolet,Malibu,2006,4.8,Petrol,Manual,252463,4,5,5650
Toyota,RAV4,2015,3.2,Hybrid,Semi-Automatic,6543,5,2,12669
BMW,5 Series,2020,2.3,Diesel,Manual,297675,4,5,6446
Volkswagen,Tiguan,2023,3.0,Electric,Manual,264338,5,2,10713
Toyota,RAV4,2020,4.4,Electric,Manual,128014,5,2,13939
Kia,Rio,2007,3.2,Hybrid,Manual,204192,3,2,6316
Honda,Civic,2006,3.0,Electric,Semi-Automatic,164498,3,5,7610
BMW,X5,2004,1.4,Petrol,Semi-Automatic,66995,4,1,5360
Audi,A4,2018,4.3,Hybrid,Semi-Automatic,122908,5,3,12341
Honda,Accord,2007,4.5,Diesel,Semi-Automatic,28181,5,4,10136
Kia,Rio,2004,2.4,Diesel,Semi-Automatic,193641,3,5,3827
Chevrolet,Impala,2004,2.0,Electric,Semi-Automatic,235173,5,4,4596
Kia,Rio,2000,4.8,Hybrid,Manual,265701,4,2,4585
Hyundai,Sonata,2023,3.4,Hybrid,Semi-Automatic,59862,4,1,14202
BMW,5 Series,2016,3.0,Hybrid,Automatic,95043,5,3,12499
Honda,CR-V,2001,4.7,Petrol,Automatic,146954,2,1,7660
Volkswagen,Golf,2001,1.5,Diesel,Automatic,10442,4,1,7191
Toyota,RAV4,2022,3.6,Electric,Automatic,183530,2,5,14129
Hyundai,Elantra,2020,2.8,Hybrid,Semi-Automatic,172103,4,2,10457
Hyundai,Tucson,2017,1.7,Hybrid,Semi-Automatic,195051,3,4,7998
Toyota,RAV4,2022,3.3,Hybrid,Automatic,111574,5,1,14268
Ford,Fiesta,2013,4.4,Electric,Semi-Automatic,77846,5,2,12843
Ford,Explorer,2020,3.2,Diesel,Semi-Automatic,190065,5,4,9498
Volkswagen,Tiguan,2021,4.1,Petrol,Semi-Automatic,229919,2,3,9901
Toyota,Camry,2011,2.5,Petrol,Automatic,116936,3,1,9061
Hyundai,Tucson,2003,4.7,Petrol,Semi-Automatic,211589,5,5,5468
Chevrolet,Impala,2015,1.1,Hybrid,Automatic,46064,5,4,11278
Hyundai,Sonata,2004,2.8,Hybrid,Automatic,23803,5,3,10123
Volkswagen,Golf,2009,3.8,Hybrid,Manual,288635,4,2,5827
Toyota,Camry,2016,1.8,Diesel,Automatic,23232,2,5,11735
Mercedes,E-Class,2010,3.0,Electric,Semi-Automatic,145664,3,4,9186
Honda,Civic,2019,3.5,Electric,Automatic,196409,5,1,12871
Kia,Sportage,2003,5.0,Diesel,Semi-Automatic,141843,3,1,7163
Honda,Accord,2009,4.7,Hybrid,Semi-Automatic,260872,5,5,7282
Honda,Accord,2016,3.2,Diesel,Manual,50916,2,3,11081
Ford,Explorer,2014,2.1,Electric,Semi-Automatic,47923,3,5,11441
Hyundai,Elantra,2023,2.1,Hybrid,Manual,89918,3,1,12301
Hyundai,Elantra,2008,2.8,Petrol,Manual,166274,4,5,5974
BMW,X5,2008,3.8,Electric,Semi-Automatic,164284,3,4,9014
Chevrolet,Malibu,2007,1.3,Electric,Semi-Automatic,100696,5,1,7486
Mercedes,C-Class,2002,2.4,Electric,Semi-Automatic,271316,3,2,3673
Volkswagen,Tiguan,2000,2.8,Electric,Manual,168674,5,2,5526
BMW,3 Series,2021,2.3,Diesel,Semi-Automatic,228466,4,1,8130
Kia,Sportage,2021,3.7,Electric,Automatic,173864,5,5,14122
Volkswagen,Golf,2014,2.4,Electric,Automatic,192340,2,3,10353
Ford,Focus,2014,1.6,Petrol,Semi-Automatic,142610,5,4,7047
Audi,A4,2005,3.3,Hybrid,Automatic,427,4,1,11391
Mercedes,E-Class,2011,3.5,Petrol,Semi-Automatic,190224,4,5,7095
Chevrolet,Impala,2017,4.8,Hybrid,Automatic,173000,2,1,13040
Mercedes,E-Class,2007,3.7,Electric,Semi-Automatic,119462,2,3,9510
Kia,Rio,2001,4.6,Hybrid,Semi-Automatic,228167,2,4,5436
Audi,Q5,2013,1.3,Electric,Manual,32308,3,1,10653
Audi,A4,2003,2.2,Petrol,Automatic,299227,3,5,2715
BMW,X5,2007,3.9,Electric,Manual,259103,4,5,6917
Volkswagen,Golf,2016,4.5,Electric,Semi-Automatic,248821,3,2,10423
BMW,3 Series,2006,3.7,Petrol,Manual,41070,3,2,8778
Kia,Rio,2005,3.6,Electric,Automatic,137857,2,5,9942
Toyota,RAV4,2002,2.6,Hybrid,Semi-Automatic,30901,3,5,7681
Kia,Optima,2000,1.5,Electric,Automatic,258915,3,3,3921
Ford,Explorer,2007,2.0,Hybrid,Semi-Automatic,41481,2,5,8370
Mercedes,E-Class,2022,3.6,Diesel,Automatic,198362,5,5,11832
Chevrolet,Malibu,2016,4.0,Hybrid,Automatic,110946,5,4,13181
Chevrolet,Malibu,2022,1.6,Electric,Automatic,194358,4,1,11912
BMW,X5,2010,1.8,Petrol,Automatic,38947,4,4,9621
Audi,A4,2015,4.3,Petrol,Semi-Automatic,21986,4,1,12460
Toyota,Corolla,2001,2.4,Electric,Manual,153623,5,5,5727
BMW,5 Series,2004,2.9,Petrol,Automatic,215282,4,3,5394
Hyundai,Elantra,2015,4.6,Diesel,Automatic,172957,2,5,11240
Toyota,Camry,2021,3.3,Petrol,Automatic,172897,3,3,11742
BMW,5 Series,2001,3.8,Hybrid,Manual,188485,2,5,5430
BMW,5 Series,2007,3.4,Petrol,Semi-Automatic,271277,2,1,4174
Toyota,Corolla,2010,3.8,Electric,Semi-Automatic,84379,4,4,11212
Ford,Focus,2002,4.3,Hybrid,Manual,171943,5,3,6561
Chevrolet,Equinox,2015,2.3,Electric,Manual,186446,2,1,9171
Audi,A4,2016,3.1,Hybrid,Automatic,171454,3,3,11070
Honda,Accord,2014,1.9,Hybrid,Automatic,63052,3,1,11438
Volkswagen,Passat,2017,3.7,Hybrid,Automatic,280427,3,1,9791
Mercedes,E-Class,2005,2.6,Hybrid,Semi-Automatic,169337,3,5,5813
Kia,Optima,2002,2.6,Electric,Manual,103919,2,3,7221
Toyota,RAV4,2007,2.1,Hybrid,Manual,271466,5,1,3870
Chevrolet,Equinox,2012,3.2,Diesel,Automatic,167296,3,1,9054
Hyundai,Elantra,2006,1.1,Diesel,Automatic,286944,4,4,2761
Volkswagen,Passat,2007,4.2,Hybrid,Automatic,27307,3,5,12353
Volkswagen,Passat,2009,3.3,Petrol,Manual,72733,2,3,8645
Mercedes,E-Class,2015,4.8,Electric,Automatic,148686,4,1,13926
Honda,Accord,2015,1.6,Petrol,Semi-Automatic,166446,3,1,6871
Kia,Sportage,2015,4.6,Electric,Semi-Automatic,275056,5,3,9698
Toyota,Corolla,2016,4.2,Petrol,Semi-Automatic,297649,3,5,7147
BMW,3 Series,2005,3.5,Petrol,Automatic,126275,3,2,8074
Toyota,RAV4,2012,3.8,Petrol,Semi-Automatic,261912,5,5,6261
Chevrolet,Impala,2012,1.5,Hybrid,Semi-Automatic,67196,3,2,8856
Audi,Q5,2001,5.0,Petrol,Manual,214136,4,4,5117
Hyundai,Sonata,2016,2.1,Diesel,Manual,80179,4,2,9396
Kia,Sportage,2006,3.6,Hybrid,Semi-Automatic,59893,5,1,9302
Toyota,RAV4,2004,1.3,Electric,Automatic,106431,5,3,7971
Kia,Rio,2017,2.1,Diesel,Manual,277622,3,1,5747
Audi,A4,2015,4.4,Petrol,Manual,290012,2,2,7199
Honda,Accord,2002,1.1,Petrol,Manual,164737,5,3,2505
Mercedes,E-Class,2002,1.2,Diesel,Automatic,104621,5,4,5307
Audi,A3,2013,3.7,Petrol,Manual,18182,3,3,11336
Mercedes,GLA,2000,3.3,Diesel,Semi-Automatic,156246,3,5,4275
Toyota,RAV4,2016,4.3,Electric,Automatic,170227,4,1,13295
Audi,Q5,2016,4.1,Diesel,Automatic,249475,2,5,9510
BMW,5 Series,2011,4.5,Petrol,Automatic,188240,5,3,9635
Audi,Q5,2011,1.9,Electric,Automatic,73858,3,3,11322
Toyota,RAV4,2014,4.3,Diesel,Semi-Automatic,34617,2,4,11907
BMW,3 Series,2016,1.5,Electric,Manual,108570,2,2,10228
Toyota,Camry,2012,4.4,Diesel,Semi-Automatic,63389,5,2,10832
Honda,Accord,2001,3.9,Electric,Automatic,283111,4,1,6137
Ford,Fiesta,2006,4.4,Petrol,Automatic,250389,2,5,6792
BMW,3 Series,2010,3.3,Electric,Manual,561,5,4,12388
Toyota,Camry,2019,4.2,Petrol,Automatic,113614,3,5,13227
Kia,Sportage,2001,2.8,Electric,Automatic,284655,5,1,5006
Mercedes,C-Class,2006,4.8,Diesel,Automatic,236495,3,1,7470
BMW,3 Series,2000,5.0,Electric,Semi-Automatic,232886,3,3,6442
Mercedes,C-Class,2008,3.4,Electric,Semi-Automatic,204692,4,3,7806
Ford,Explorer,2021,4.2,Diesel,Automatic,282353,5,4,10452
Toyota,Camry,2018,2.4,Electric,Automatic,135238,2,2,12695
Honda,CR-V,2002,2.1,Electric,Automatic,87629,5,1,8547
BMW,X5,2001,4.6,Hybrid,Manual,126853,5,2,7462
Hyundai,Sonata,2017,1.9,Hybrid,Automatic,67747,2,2,12245
Toyota,RAV4,2005,2.4,Hybrid,Manual,247532,3,3,4049
Chevrolet,Impala,2015,4.0,Electric,Semi-Automatic,207715,2,1,10445
Toyota,RAV4,2019,2.8,Petrol,Semi-Automatic,142254,3,4,9754
BMW,5 Series,2017,3.2,Diesel,Automatic,271941,3,2,8461
Kia,Optima,2012,1.1,Petrol,Automatic,197244,5,5,6355
Kia,Sportage,2020,1.1,Electric,Automatic,213443,5,4,10431
Kia,Sportage,2003,2.2,Petrol,Manual,288186,2,1,2000
Chevrolet,Equinox,2019,2.4,Electric,Automatic,245509,2,3,10789
Ford,Explorer,2004,1.9,Petrol,Semi-Automatic,218934,4,3,2821
Audi,A3,2022,3.0,Diesel,Manual,265987,5,5,8380
Mercedes,C-Class,2020,4.1,Electric,Semi-Automatic,263829,4,1,10923
Audi,A4,2003,1.8,Diesel,Semi-Automatic,94374,5,3,4912
Mercedes,GLA,2007,1.1,Hybrid,Semi-Automatic,254560,4,2,3208
Audi,A4,2007,3.8,Hybrid,Manual,209796,5,2,6804
Kia,Rio,2003,1.0,Petrol,Semi-Automatic,221435,2,3,2000
BMW,3 Series,2004,2.7,Diesel,Automatic,168782,5,4,6124
Honda,Civic,2002,1.3,Electric,Semi-Automatic,268071,3,1,2638
Toyota,Corolla,2007,1.7,Electric,Manual,194896,3,1,6002
Ford,Fiesta,2006,4.3,Electric,Semi-Automatic,3768,2,4,12124
Volkswagen,Passat,2016,1.3,Electric,Semi-Automatic,198996,2,2,8220
Audi,Q5,2017,1.1,Electric,Semi-Automatic,21203,2,4,11875
Kia,Rio,2001,3.0,Hybrid,Semi-Automatic,235767,5,4,3684
Volkswagen,Golf,2003,3.1,Diesel,Automatic,247238,3,5,4655
Volkswagen,Golf,2022,3.9,Electric,Manual,61450,4,2,15371
Volkswagen,Golf,2015,4.7,Electric,Manual,260973,5,5,10080
Hyundai,Tucson,2018,1.3,Diesel,Automatic,38487,5,1,11530
Toyota,Corolla,2015,2.1,Electric,Manual,267695,5,4,7346
Ford,Explorer,2006,1.2,Hybrid,Automatic,126309,2,5,7073
Kia,Rio,2001,3.9,Hybrid,Manual,168949,2,2,5921
Ford,Fiesta,2000,3.2,Petrol,Semi-Automatic,248335,2,3,2333
Ford,Focus,2000,2.4,Hybrid,Automatic,60894,2,3,7782
Toyota,Camry,2023,2.7,Diesel,Semi-Automatic,283868,4,2,8022
Volkswagen,Tiguan,2022,3.0,Diesel,Automatic,113682,4,1,12926
Volkswagen,Golf,2016,2.4,Hybrid,Manual,115408,4,5,9991
Toyota,Corolla,2002,4.1,Hybrid,Automatic,102787,3,2,9244
BMW,X5,2018,2.8,Hybrid,Semi-Automatic,115288,5,1,10994
Honda,CR-V,2019,1.7,Petrol,Automatic,22677,5,1,12546
Volkswagen,Golf,2011,2.4,Electric,Automatic,30202,4,2,12695
Toyota,Camry,2020,1.7,Electric,Automatic,39049,4,3,14519
Audi,Q5,2002,4.5,Hybrid,Automatic,132635,4,5,9047
BMW,5 Series,2013,4.9,Petrol,Manual,148705,4,4,9925
BMW,3 Series,2000,3.3,Diesel,Semi-Automatic,188844,5,3,3623
Volkswagen,Golf,2016,2.4,Electric,Semi-Automatic,42059,5,5,12458
Hyundai,Elantra,2012,3.5,Hybrid,Automatic,106479,2,4,11570
BMW,5 Series,2011,4.3,Petrol,Manual,7915,2,2,11541
Honda,Accord,2007,2.5,Diesel,Automatic,211916,2,5,5961
Mercedes,GLA,2001,2.3,Electric,Automatic,201173,3,5,6176
Kia,Optima,2015,1.4,Petrol,Manual,167521,5,3,6649
Toyota,Camry,2011,2.0,Electric,Semi-Automatic,76782,5,1,9864
Hyundai,Tucson,2012,1.9,Petrol,Manual,58475,4,1,8430
Ford,Focus,2007,4.4,Petrol,Semi-Automatic,190302,4,1,6793
Ford,Explorer,2015,2.5,Petrol,Semi-Automatic,141037,2,2,8279
Ford,Focus,2008,3.7,Hybrid,Manual,155423,5,2,8091
Mercedes,GLA,2009,3.8,Electric,Automatic,188809,4,5,10323
Volkswagen,Passat,2017,4.7,Petrol,Semi-Automatic,56768,2,5,12764
Chevrolet,Impala,2016,3.3,Hybrid,Semi-Automatic,291063,2,5,7378
Chevrolet,Malibu,2022,3.7,Electric,Automatic,169151,5,3,14516
Hyundai,Elantra,2000,4.9,Petrol,Manual,201255,5,3,4974
Audi,Q5,2012,2.3,Diesel,Manual,95865,2,3,8082
BMW,3 Series,2011,3.9,Electric,Manual,49207,3,5,12315
BMW,3 Series,2012,3.4,Petrol,Semi-Automatic,174965,5,3,7600
Toyota,Camry,2019,4.7,Hybrid,Automatic,253785,5,4,11924
BMW,5 Series,2001,4.8,Electric,Semi-Automatic,294363,5,5,5312
Honda,Accord,2021,4.2,Petrol,Automatic,68962,3,3,14720
Honda,CR-V,2000,3.2,Electric,Automatic,281735,3,3,5165
Ford,Fiesta,2000,4.0,Diesel,Manual,39659,3,5,7306
Hyundai,Sonata,2018,1.2,Diesel,Semi-Automatic,17147,5,3,10357
Chevrolet,Equinox,2017,2.5,Electric,Semi-Automatic,233090,5,2,9038
Kia,Sportage,2012,3.1,Diesel,Automatic,15738,5,4,11985
Ford,Focus,2000,4.6,Petrol,Automatic,66018,5,2,8879
Chevrolet,Malibu,2017,1.8,Petrol,Manual,102659,5,1,8946
Honda,Civic,2005,3.1,Petrol,Semi-Automatic,195296,5,3,4794
Volkswagen,Passat,2013,3.4,Diesel,Automatic,73688,5,3,11426
Chevrolet,Equinox,2013,1.9,Electric,Manual,59826,5,5,10703
Ford,Focus,2023,3.3,Diesel,Manual,258969,5,1,9120
Volkswagen,Passat,2021,3.9,Petrol,Manual,284852,5,5,8602
Ford,Explorer,2020,4.9,Diesel,Semi-Automatic,274959,4,2,9500
Hyundai,Sonata,2003,4.3,Electric,Manual,154422,2,4,8211
Mercedes,C-Class,2019,1.1,Hybrid,Manual,261205,4,4,6675
Hyundai,Elantra,2002,4.0,Petrol,Automatic,85143,2,1,8497
Ford,Focus,2015,1.5,Hybrid,Semi-Automatic,293123,3,2,5237
Chevrolet,Malibu,2019,1.2,Hybrid,Automatic,217110,4,1,9157
Volkswagen,Passat,2003,1.7,Petrol,Semi-Automatic,160459,3,1,3490
Mercedes,C-Class,2003,3.7,Hybrid,Automatic,91315,5,5,9373
BMW,X5,2003,4.2,Electric,Manual,214401,2,1,6911
Kia,Sportage,2020,1.7,Electric,Automatic,126451,4,1,12770
Chevrolet,Impala,2006,1.2,Diesel,Manual,148497,3,1,4130
Ford,Fiesta,2009,3.6,Diesel,Manual,230976,5,3,5780
Volkswagen,Golf,2007,4.9,Petrol,Semi-Automatic,23679,3,3,10626
Volkswagen,Passat,2008,2.6,Diesel,Semi-Automatic,159839,4,2,5903
Ford,Explorer,2000,1.6,Petrol,Manual,13049,2,5,5439
Kia,Rio,2003,2.6,Hybrid,Automatic,51216,5,1,9075
Hyundai,Tucson,2005,1.3,Electric,Semi-Automatic,178582,4,4,5328
Toyota,Corolla,2010,4.3,Diesel,Manual,198106,2,2,7437
Ford,Focus,2002,1.2,Electric,Automatic,210422,5,3,5191
Kia,Sportage,2009,2.5,Diesel,Manual,185978,5,2,5580
Audi,A3,2006,1.9,Diesel,Semi-Automatic,80059,4,4,6198
Ford,Fiesta,2009,1.9,Hybrid,Manual,277783,5,4,4144
Mercedes,GLA,2006,2.2,Petrol,Automatic,231035,3,4,4979
Mercedes,C-Class,2019,4.5,Electric,Automatic,87765,4,5,16044
